Year;Month;Day;PM25max;O3max;Death;Tmean;RH;OXmax
2008;5;22;9.666666667;30.16666667;1;7.261099038;79.43302862;28.0508744038156
2008;5;23;10;32.5;6;9.069698851;68.41568894;26.4674085850556
2008;5;24;19.33333333;41.33333333;2;10.08607575;57.68902506;19.570747217806
2008;5;25;17.66666667;40.16666667;1;11.87208941;44.02896543;#NOM?
2008;5;26;16;37.2;2;12.45350823;87.71686152;#NOM?
2008;5;27;20.5;35.8;1;9.490220428;75.44902127;#NOM?
2008;5;28;7.5;36.8;2;7.703585843;56.7162075;20.8616852146264
2008;5;29;6;39.6;4;10.58242782;68.95327119;20.6534181240064
2008;5;30;25.5;42.6;0;9.166873642;49.74235968;22.7790143084261
2008;5;31;27;30;6;8.782132878;88.49848907;29.3529411764706
2008;6;1;6.333333333;31.83333333;0;9.757528718;89.05761404;24.3131955484897
2008;6;2;10;35.83333333;1;12.21802235;69.77384248;23.5914149443561
2008;6;3;12.66666667;33.5;0;11.93814033;67.25706573;26.4531001589825
2008;6;4;10.66666667;32.83333333;0;11.07497672;58.30622465;21.1319554848967
2008;6;5;6.333333333;37.16666667;3;12.70475008;53.65351299;31.5023847376789
2008;6;6;16;28.5;2;13.6334213;77.63059246;32.6136724960254
2008;6;7;17.5;47.5;3;20.34414778;56.83754158;18.7790143084261
2008;6;8;19;48.66666667;8;20.90003105;57.28706226;34.8903020667727
2008;6;9;15.5;27.5;4;17.30324433;78.19582924;26.7440381558029
2008;6;10;23.66666667;43;3;19.70009314;62.05911038;25.1685214626391
2008;6;11;9;37;1;16.3591276;73.10714412;30.6820349761526
2008;6;12;14;37.83333333;2;13.66299286;59.74369411;27.2448330683625
2008;6;13;13.33333333;43.5;2;13.77204284;44.84519316;18.9872813990461
2008;6;14;11.66666667;39.33333333;4;16.27941633;57.75117517;14.5278219395866
2008;6;15;7;27.33333333;5;14.40492083;83.10693098;26.550079491256
2008;6;16;8.333333333;21.5;2;14.86999379;81.36216654;21.7996820349762
2008;6;17;8;35;4;15.43953741;81.60293002;19.7996820349762
2008;6;18;8;29.66666667;4;14.33359205;82.41173504;32.7965023847377
2008;6;19;7.333333333;28.16666667;4;13.43045638;82.91842673;22.5850556438792
2008;6;20;17;34.66666667;6;15.06535238;72.92386107;20.7440381558029
2008;6;21;18.33333333;33.83333333;4;15.44054641;63.24358742;31.1955484896661
2008;6;22;20.66666667;30.16666667;2;14.68099969;71.69906004;18.0222575516693
2008;6;23;29;40.33333333;4;17.15499845;73.58700133;25.4531001589825
2008;6;24;18.66666667;27.83333333;5;16.85967091;68.01038676;19.8410174880763
2008;6;25;11.33333333;36.5;4;16.43581186;56.92606323;18.4038155802862
2008;6;26;20.66666667;27.33333333;3;16.21794474;79.6900955;13.7360890302067
2008;6;27;8.666666667;26;2;16.15135051;74.83981739;11.8680445151033
2008;6;28;7.666666667;18;1;15.17028873;80.94207371;29.9189189189189
2008;6;29;4.666666667;14.33333333;7;15.59476871;85.73723133;23.2448330683625
2008;6;30;11;44.16666667;3;18.28795405;72.33984312;33.6343402225755
2008;7;1;18.33333333;34.16666667;0;18.27840733;68.6602577;32.8966613672496
2008;7;2;19.66666667;50.16666667;1;17.33405775;57.29361163;24.2861685214626
2008;7;3;20.33333333;43.66666667;1;14.53205526;74.05324109;25.4324324324324
2008;7;4;10.66666667;33.66666667;3;13.87783297;53.98179593;30.2034976152623
2008;7;5;33.66666667;38.33333333;5;16.37286557;56.14644831;43.5310015898251
2008;7;6;29.33333333;45.83333333;6;18.11417262;57.42645184;32.7662957074722
2008;7;7;28.66666667;65.33333333;2;19.50131947;53.74483702;28.731319554849
2008;7;8;35.33333333;65.66666667;2;22.07117355;66.87033782;20.4387917329094
2008;7;9;27.33333333;43.33333333;5;20.81147159;90.17814965;18.18759936407
2008;7;10;14.33333333;28.83333333;3;17.75217324;77.82064592;17.1462639109698
2008;7;11;13;24.5;2;15.60648867;65.86607573;32.6470588235294
2008;7;12;18;36.5;7;16.14995343;54.46091272;23.9046104928458
2008;7;13;34.33333333;41;2;18.59655387;83.7359683;22.4181240063593
2008;7;14;10.66666667;36.5;4;18.66206147;77.10740201;30.5564387917329
2008;7;15;8;31.83333333;1;17.7172462;72.63662127;#NOM?
2008;7;16;16.33333333;39.83333333;3;16.71344303;64.36023324;15.4372019077901
2008;7;17;11.5;27.83333333;1;17.48121701;60.0015078;23.8282988871224
2008;7;18;8.5;17.33333333;4;16.52553555;84.42902804;24.0492845786963
2008;7;19;12;35.66666667;4;18.40794784;69.42096889;19.6263910969793
2008;7;20;21.66666667;31.33333333;4;17.0396616;65.63845101;19.4181240063593
2008;7;21;15.33333333;28;7;16.82831419;68.13791742;16.7154213036566
2008;7;22;13.66666667;29;4;17.00605402;78.11361922;31.1128775834658
2008;7;23;8.666666667;21.16666667;2;17.35943806;87.32762596;26.9872813990461
2008;7;24;8.333333333;41.33333333;4;19.74099658;78.32824923;35.0651828298887
2008;7;25;24;38.83333333;1;19.11929525;72.48126841;20.7933227344992
2008;7;26;27;52.16666667;2;18.90398944;60.96717259;25.7170111287758
2008;7;27;18.33333333;33;1;19.12263272;72.63634134;7.09697933227345
2008;7;28;23;38.33333333;0;17.07350202;70.60796896;#NOM?
2008;7;29;11.66666667;19.16666667;3;18.65957777;74.00092214;#NOM?
2008;7;30;13;25.33333333;1;17.71693573;68.57188666;#NOM?
2008;7;31;14.33333333;27.83333333;2;17.90173859;82.4865866;#NOM?
2008;8;1;10.66666667;25.16666667;3;18.91501087;82.55353242;#NOM?
2008;8;2;8.666666667;27.5;5;18.93185346;78.92991342;#NOM?
2008;8;3;6.333333333;21.5;2;16.88078237;86.92183801;#NOM?
2008;8;4;7.333333333;21.33333333;7;15.62472835;86.77917197;#NOM?
2008;8;5;8.333333333;32.83333333;5;15.95482769;72.95015641;15.4308426073132
2008;8;6;10;23.33333333;5;14.25403601;76.89822843;13.7154213036566
2008;8;7;7.666666667;21.83333333;3;14.79757839;89.74079905;20.154213036566
2008;8;8;5;17.33333333;4;14.78725551;90.26875752;19.1748807631161
2008;8;9;9.666666667;29.33333333;6;16.71414157;78.7046251;19.7647058823529
2008;8;10;9.333333333;28;2;17.42525613;68.53141955;19.0985691573927
2008;8;11;10.66666667;25.33333333;2;16.92727414;70.14871185;4.34658187599364
2008;8;12;9.666666667;26.83333333;0;16.00465694;69.5274617;#NOM?
2008;8;13;11.33333333;30.5;3;15.98222602;67.26536192;22.4387917329094
2008;8;14;11.66666667;36.83333333;5;15.32808134;60.27620266;25.0922098569157
2008;8;15;20;31.33333333;3;16.36122322;59.3621275;15.7233704292528
2008;8;16;19;37.16666667;2;16.45506054;58.94479723;31.2289348171701
2008;8;17;10;22.66666667;2;15.44473766;74.42805548;15.7440381558029
2008;8;18;16.33333333;36.83333333;2;15.34973611;57.00350129;19.2925278219396
2008;8;19;4.333333333;22.16666667;4;12.49479975;78.37189753;21.0842607313196
2008;8;20;6;25.66666667;4;13.01311704;59.70565061;30.4324324324324
2008;8;21;24.33333333;31.2;6;16.8983235;54.14592637;28.4674085850556
2008;8;22;29.33333333;43.4;3;18.77390562;53.32798116;29.4467408585056
2008;8;23;39;42;2;19.80875505;58.16121921;18.0429252782194
2008;8;24;32.66666667;44.2;5;19.9672462;67.16897948;18.7376788553259
2008;8;25;22;31;5;15.49883577;75.77253611;7.17329093799682
2008;8;26;7.333333333;28.6;1;13.81907793;65.05228199;#NOM?
2008;8;27;12.5;29.6;2;15.99014281;47.80769428;#NOM?
2008;8;28;11.33333333;28.4;2;17.29175722;54.92148217;#NOM?
2008;8;29;9;22.83333333;3;16.78710028;65.22214228;#NOM?
2008;8;30;17;26.83333333;4;18.3020801;67.16512871;#NOM?
2008;8;31;14.66666667;23.83333333;4;16.58910276;68.45634424;#NOM?
2008;9;1;17.33333333;25;3;17.01001242;51.20988143;#NOM?
2008;9;2;16;41.83333333;4;19.55658181;50.4195017;#NOM?
2008;9;3;14.33333333;31.5;1;19.31868985;59.56875334;12.785373608903
2008;9;4;13.33333333;19.16666667;0;16.22004036;69.70157202;18.79173290938
2008;9;5;9.666666667;17;3;14.64941012;60.65546061;10.2019077901431
2008;9;6;19.33333333;24.66666667;5;17.23401118;77.95531445;20.0349761526232
2008;9;7;6.333333333;14.83333333;4;14.22819;84.54125414;14.2352941176471
2008;9;8;12.66666667;26.16666667;6;13.70397392;69.65240561;17.4594594594595
2008;9;9;9.333333333;16.5;3;10.69590189;78.68548532;19.4387917329094
2008;9;10;8;24.5;3;8.759003415;65.21610809;11.2702702702703
2008;9;11;15.66666667;27.66666667;1;9.217944738;51.17964735;24.8966613672496
2008;9;12;18;11.66666667;5;9.363085998;72.97280873;12.3052464228935
2008;9;13;25;32.33333333;1;12.72508538;70.32083167;19.0206677265501
2008;9;14;22;12.5;1;14.43511332;66.39849037;16.6120826709062
2008;9;15;11.66666667;22;5;13.36976094;65.01359573;18.8537360890302
2008;9;16;9.333333333;23;3;8.776001242;56.38611124;16.7233704292528
2008;9;17;13;19.5;2;9.077615647;58.71670419;19.4594594594595
2008;9;18;8.666666667;24;5;4.861145607;66.66348313;26.9046104928458
2008;9;19;13;27;0;6.017541136;47.46998291;18.6677265500795
2008;9;20;18;40;5;11.17153058;52.03069298;18.7647058823529
2008;9;21;9.666666667;25.33333333;9;8.07257063;67.22510205;19.9316375198728
2008;9;22;8.333333333;26.16666667;3;5.442253958;53.76012492;22.7233704292528
2008;9;23;12.66666667;27.16666667;2;6.747128221;46.69247929;27.3418124006359
2008;9;24;17.66666667;27.66666667;4;11.82691711;54.83944633;25.1748807631161
2008;9;25;26;38.5;4;14.67129773;51.20795261;17.5834658187599
2008;9;26;22.33333333;34.83333333;0;14.35703198;62.2736957;13.6868044515103
2008;9;27;10.33333333;23.5;1;13.46468488;84.19159286;12.2845786963434
2008;9;28;6;15.5;3;13.99790438;86.96937193;12.1255961844197
2008;9;29;7;13.33333333;1;13.42028873;80.81969859;10.0143084260731
2008;9;30;5.333333333;17.5;4;12.01839491;82.43987543;12.4451510333863
2008;10;1;6.666666667;13.66666667;2;10.09810618;92.98800199;13.8616852146264
2008;10;2;7.333333333;17.33333333;4;7.958708476;76.07220181;14.368839427663
2008;10;3;5.333333333;19.2;7;5.273129463;75.14074352;16.1955484896661
2008;10;4;4.333333333;20.33333333;8;6.123564111;80.37919216;18.0079491255962
2008;10;5;11.33333333;24.16666667;3;5.107187209;70.27151167;22.570747217806
2008;10;6;5.666666667;25.16666667;5;3.99464452;63.40195767;18.7996820349762
2008;10;7;6;31;2;6.702964918;57.2493981;20.1955484896661
2008;10;8;17.33333333;25.83333333;2;8.305572803;54.26162821;12.6740858505564
2008;10;9;13;27.66666667;2;10.34895995;67.40021379;13.7440381558029
2008;10;10;7.666666667;19.16666667;8;9.416873642;75.44137314;9.5691573926868
2008;10;11;11;19.66666667;4;6.809996895;59.74908408;11.2225755166932
2008;10;12;11;13.33333333;2;6.540748215;53.57825291;28.0779014308426
2008;10;13;9.666666667;14.16666667;6;9.585920522;87.72548043;9.59777424483307
2008;10;14;17.66666667;37.66666667;1;12.32427817;63.23301608;10.5484896661367
2008;10;15;10;13.5;6;6.883498913;73.50528172;16.5564387917329
2008;10;16;14.66666667;13.8;2;7.54618131;78.93494293;16.1192368839428
2008;10;17;5.666666667;24.16666667;3;3.613163614;72.27878959;18.7027027027027
2008;10;18;16;23.33333333;3;0.806426576;63.67272192;17.6391096979332
2008;10;19;20.33333333;27.33333333;3;1.304951878;51.42724038;17.4658187599364
2008;10;20;17.33333333;20.83333333;6;1.897236883;58.87807002;18.8203497615262
2008;10;21;17;22;1;2.20149022;83.69240522;15.1255961844197
2008;10;22;7;25.83333333;3;-1.542145296;82.58245331;18.4244833068363
2008;10;23;13.33333333;20;2;-0.269171065;50.25752362;21.8267090620032
2008;10;24;24.66666667;25.16666667;2;3.331341198;53.71381723;19.0492845786963
2008;10;25;23.33333333;27;2;4.86215461;55.65753919;27.3131955484897
2008;10;26;16;28.33333333;5;7.719031357;76.94165988;23.7027027027027
2008;10;27;20;34.66666667;4;7.892424713;69.43048295;19.2305246422894
2008;10;28;8.666666667;32;5;7.29191245;85.37345825;20.4594594594595
2008;10;29;5.666666667;27.83333333;6;1.135439305;84.86153433;16.6120826709062
2008;10;30;5.666666667;28.66666667;2;-0.135284073;87.46676916;19.9459459459459
2008;10;31;11;23.16666667;2;1.203663459;66.67592325;19.570747217806
2008;11;1;4.333333333;29.16666667;2;-0.959018938;78.57104185;18.18759936407
2008;11;2;15.66666667;28.5;2;-2.250388078;71.92389798;12.1176470588235
2008;11;3;15.66666667;22.83333333;4;-0.262030425;61.33522116;24.2368839427663
2008;11;4;29.66666667;12.33333333;1;6.131713753;74.86767552;29.4594594594595
2008;11;5;42.66666667;32.33333333;4;9.244256442;61.72467433;14.4022257551669
2008;11;6;46;36.83333333;2;9.174712822;52.39429965;13.0286168521463
2008;11;7;33.33333333;21.66666667;5;5.554408569;74.43187649;10.0906200317965
2008;11;8;2;19;4;5.126513505;89.22518744;17.2718600953895
2008;11;9;9.333333333;13.5;3;5.01195281;81.34010848;14.9069952305246
2008;11;10;6.666666667;24.33333333;1;1.997128221;83.55930603;17.1132750397456
2008;11;11;5.333333333;20;0;-0.422461968;84.27289499;16.6767355590885
2008;11;12;17.66666667;22.4;4;-1.365026389;77.33189527;11.7734499205087
2008;11;13;15;24.25;7;-1.661207699;64.62261307;15.2678855325914
2008;11;14;7;14.8;5;4.585454828;77.01259458;16.5047694753577
2008;11;15;7.666666667;19.4;1;7.98144986;76.99924748;19.6593799682035
2008;11;16;7;24;2;5.127988202;65.2374569;22.360492845787
2008;11;17;5.666666667;28.6;4;-2.51373797;87.41161988;23.164546899841
2008;11;18;5.333333333;30.6;3;-6.576218566;83.55921813;23.7933227344992
2008;11;19;6.666666667;32.4;2;-8.098727103;80.13353107;23.93759936407
2008;11;20;4.666666667;34.2;2;-8.815818069;88.30226929;23.2881558028617
2008;11;21;6.666666667;35.2;2;-7.454439615;79.84307026;22.6180445151033
2008;11;22;5.333333333;34.2;2;-8.000310463;83.41568452;18.6800476947536
2008;11;23;4.666666667;34;2;-8.175333747;78.88241047;22.5461049284579
2008;11;24;24.33333333;27;7;-9.559531201;55.44500873;21.8656597774245
2008;11;25;8.666666667;30;1;-3.187829867;77.59043807;15.3918918918919
2008;11;26;8;31.4;4;0.603384042;86.18522669;13.0723370429253
2008;11;27;11.66666667;16.2;0;-0.7842285;86.06528806;14.7213831478537
2008;11;28;17;15.8;2;-1.762806582;90.86912361;16.783386327504
2008;11;29;15.66666667;21.8;5;-2.565429991;83.78542303;19.6184419713831
2008;11;30;14.66666667;21.2;3;-4.136525924;75.40076553;16.7730524642289
2008;12;1;14;24.2;4;-0.961890717;84.30948401;18.0822734499205
2008;12;2;12;23.2;4;-1.031667184;82.89391141;20.6697138314785
2008;12;3;20;24;2;-2.636448308;86.64197657;20.2368839427663
2008;12;4;23.66666667;28.8;3;-2.978112387;71.42449191;17.9689984101749
2008;12;5;24.66666667;28.8;4;-10.7425489;76.34638429;19.4948330683625
2008;12;6;21.33333333;22.4;5;-9.388699162;65.29014255;20.7007154213037
2008;12;7;13.66666667;27;4;-8.35307358;66.73000608;20.3712241653418
2008;12;8;15.33333333;29.2;5;-18.21701335;68.3968377;19.8867249602544
2008;12;9;14.33333333;23.8;7;-14.46375349;45.14664177;23.989666136725
2008;12;10;6.666666667;25.2;4;-10.14669357;63.71293851;20.4431637519873
2008;12;11;16.66666667;29;2;-14.46499534;54.88406197;21.010333863275
2008;12;12;7.333333333;25.6;3;-7.929757839;65.68737026;22.5266295707472
2008;12;13;14;28.8;0;-17.30021732;61.74881232;28.681240063593
2008;12;14;42.33333333;23.2;1;-12.05914312;33.78398559;22.5047694753577
2008;12;15;45.33333333;31.2;3;1.303865259;59.50631723;21.0616057233704
2008;12;16;26.66666667;31.2;7;-9.912527165;54.76285622;#NOM?
2008;12;17;21.66666667;27.8;3;-12.8809376;76.88453124;19.9483306836248
2008;12;18;16.33333333;28.2;0;-11.76249612;67.17508788;20.7317170111288
2008;12;19;11;28.8;3;-20.24379075;70.13939477;22.2162162162162
2008;12;20;6;27;3;-19.68604471;64.51424953;21.9280604133545
2008;12;21;17.66666667;30;6;-20.08770568;45.99786501;18.7007154213037
2008;12;22;6.333333333;30.4;3;-15.09802856;70.0545396;17.8561208267091
2008;12;23;26;26.2;3;-17.84748525;50.42783558;23.6180445151033
2008;12;24;34.66666667;18.4;4;-6.774837007;44.08939736;20.6081081081081
2008;12;25;13;35.2;4;-9.244178826;39.38181171;20.8759936406995
2008;12;26;23;25.8;4;-16.95149022;41.25844081;27.9789348171701
2008;12;27;11;27.4;4;-5.754191245;57.83833658;20.577106518283
2008;12;28;29.66666667;35.6;5;1.901583359;64.30689248;18.9793322734499
2008;12;29;27.33333333;28.6;4;-6.972446445;65.88599794;20.6593799682035
2008;12;30;24.33333333;24.8;1;-10.48346787;54.93251991;21.1132750397456
2008;12;31;10.66666667;28.8;8;NA;NA;21.8139904610493
2009;1;1;10;30.4;6;-20.01024527;72.94596047;21.1438791732909
2009;1;2;23;29;1;-17.73292456;57.35632859;20.4328298887122
2009;1;3;10;31.8;4;-14.82676188;79.66981118;22.1852146263911
2009;1;4;22;31;2;-12.09981372;67.59659448;24.9276629570747
2009;1;5;17;27.4;5;-9.544240919;69.82381143;22.1852146263911
2009;1;6;45;31;2;-14.34996895;64.03063183;21.2472178060413
2009;1;7;36;32.6;3;-14.9603384;60.78123937;21.5047694753577
2009;1;8;7;31;2;-10.61091276;81.33203226;22.3398251192369
2009;1;9;9;29;3;-14.93294008;81.23983407;21.8143879173291
2009;1;10;31;31.4;4;-18.51692021;61.00803671;27.0413354531002
2009;1;11;72;31.6;9;-17.34011177;42.1715316;19.9996025437202
2009;1;12;95;27;5;-15.1944272;54.03965431;22.6494435612083
2009;1;13;78;27.2;2;-8.40282521;58.77024377;20.1339427662957
2009;1;14;NA;29.4;7;-18.81294629;36.50300018;19.5977742448331
2009;1;15;NA;25.8;4;-28.84476871;49.15829008;21.0719395866455
2009;1;16;NA;25.4;2;-30.76156473;54.26931933;22.4224960254372
2009;1;17;NA;24.4;5;-27.27126669;39.68277158;19.8863275039746
2009;1;18;NA;29;5;-19.88947532;47.64282352;21.610492845787
2009;1;19;NA;30;1;-12.74883577;68.10315219;26.4387917329094
2009;1;20;NA;26.4;1;-15.22524061;54.9551792;22.9984101748808
2009;1;21;NA;24.83333333;4;-17.57575287;49.72847936;21.3545310015898
2009;1;22;NA;36.66666667;6;-11.56900031;50.64145445;27.2543720190779
2009;1;23;NA;28.66666667;7;-18.75970196;38.98378165;24.3259141494436
2009;1;24;NA;29.66666667;3;-18.96289972;53.69763068;24.39586645469
2009;1;25;NA;32.5;7;-25.15104005;54.27009066;26.5071542130366
2009;1;26;NA;28.5;5;-26.82777088;38.17519139;26.0747217806041
2009;1;27;NA;31.33333333;3;-21.45149022;44.18135187;29.1780604133545
2009;1;28;NA;32.5;3;-18.03647935;36.2550261;24.4022257551669
2009;1;29;NA;33.33333333;3;-10.7236883;75.32285364;26.6534181240064
2009;1;30;NA;20.16666667;3;-10.90631791;67.30499344;30.9634340222576
2009;1;31;NA;31;6;-14.01792921;53.69293793;25.5357710651828
2009;2;1;NA;32.33333333;1;-17.61044707;33.07454479;25.0906200317965
2009;2;2;NA;30.66666667;2;-10.20560385;54.09280976;25.5484896661367
2009;2;3;NA;33.5;2;-15.99829246;50.57970695;24.0286168521463
2009;2;4;NA;35;8;-15.92207389;74.40297129;29.8887122416534
2009;2;5;NA;31.33333333;7;-18.81341198;54.95734307;23.0842607313196
2009;2;6;NA;30;7;-17.72019559;51.64299649;23.1526232114467
2009;2;7;NA;32.66666667;2;-9.069698851;34.89842494;27.5779014308426
2009;2;8;NA;33.33333333;4;-8.564110525;44.14638198;25.1669316375199
2009;2;9;NA;31.33333333;5;-17.43480286;55.96826045;26.7376788553259
2009;2;10;NA;32.33333333;6;-14.11797578;38.6819126;25.4117647058824
2009;2;11;NA;30.16666667;8;-2.312325365;66.27362261;23.8489666136725
2009;2;12;NA;38.5;1;-3.747981993;64.56701449;23.945945945946
2009;2;13;NA;38.16666667;2;-14.18200869;63.11394062;23.4721780604134
2009;2;14;NA;35.16666667;4;-9.644675567;68.91175876;27.5357710651828
2009;2;15;NA;33.66666667;3;-7.696988513;74.20838867;28.0842607313196
2009;2;16;NA;31.83333333;2;-8.139242471;63.43992507;29.0409379968204
2009;2;17;NA;37.16666667;6;-7.960260789;58.53249416;28.381160572337
2009;2;18;NA;36.16666667;6;-10.07614095;41.94691068;26.1335453100159
2009;2;19;NA;35.83333333;10;-4.295715616;88.58575138;27.0222575516693
2009;2;20;NA;33.33333333;5;-9.16904688;83.60558356;25.3402225755167
2009;2;21;NA;37;5;-9.247361068;76.61820901;28.9236883942766
2009;2;22;NA;36.33333333;2;-8.803787644;63.6858051;25.8203497615262
2009;2;23;NA;34.5;5;-5.46165787;89.31012581;26.7631160572337
2009;2;24;NA;36.66666667;4;-9.560462589;68.26296242;37.5882352941176
2009;2;25;NA;35.66666667;5;-11.80440857;42.53523819;22.8489666136725
2009;2;26;NA;26.83333333;6;-7.14211425;52.88885934;26.9109697933227
2009;2;27;NA;38.83333333;9;-0.571484011;53.76395931;26.5214626391097
2009;2;28;NA;34;8;-14.64296802;59.19205936;27.2511923688394
2009;3;1;NA;36.33333333;5;-14.93907172;38.99448539;28.4038155802862
2009;3;2;NA;32.66666667;4;-13.02499224;78.93905857;29.2575516693164
2009;3;3;NA;37.5;5;-13.19403912;60.8347345;27.2162162162162
2009;3;4;NA;40.33333333;6;-15.35276312;50.31419958;28.5850556438792
2009;3;5;NA;40.66666667;8;-12.87255511;43.95088796;27.7567567567568
2009;3;6;NA;36.66666667;8;-3.582427817;60.44197107;23.1748807631161
2009;3;7;NA;41.16666667;5;0.827770879;83.06170556;29.4308426073132
2009;3;8;NA;40.16666667;2;-2.605091586;63.07318292;28.6200317965024
2009;3;9;NA;33.83333333;7;-7.267463521;58.23756171;26.8839427662957
2009;3;10;30;38;5;-6.469108972;36.64543383;29.2225755166932
2009;3;11;22;41.33333333;2;-1.657792611;53.97149669;32.5786963434022
2009;3;12;6;39.66666667;7;-14.2142968;74.11952079;33.5564387917329
2009;3;13;16;40.83333333;5;-14.4757063;41.07399575;31.939586645469
2009;3;14;21;47.16666667;7;-6.546103695;49.7700062;37.4101748807631
2009;3;15;16;43.83333333;4;-5.180533996;67.80491264;34.1096979332273
2009;3;16;20;45;7;-9.461502639;44.16499789;28.5564387917329
2009;3;17;31;45.83333333;5;-2.950481217;36.21182136;32.0306041335453
2009;3;18;75;42.66666667;6;1.795249922;56.96677157;31.3807631160572
2009;3;19;31;39.33333333;7;-3.824122943;68.11050345;29.5993640699523
2009;3;20;8;43.4;4;-8.722989755;52.80232913;27.0063593004769
2009;3;21;17;44.16666667;2;-7.717556659;39.96779261;28.164546899841
2009;3;22;8;44;6;-6.791757218;70.75040281;30.3481717011129
2009;3;23;23;36.83333333;0;-11.10555728;54.61311531;30.8553259141494
2009;3;24;12;38.83333333;2;-6.079633654;50.22212635;22.9872813990461
2009;3;25;29;42.5;3;-3.921841043;45.29169668;33.5580286168521
2009;3;26;15;41.5;2;-1.58755045;55.46936886;27.9252782193959
2009;3;27;29;33.83333333;4;1.530425334;81.01980182;27.4737678855326
2009;3;28;21;49.5;7;2.484632102;55.54209437;30.4181240063593
2009;3;29;10;39.5;3;2.388932009;73.53435048;31.8759936406995
2009;3;30;4;41.66666667;5;0.511719963;86.95173607;36.7662957074722
2009;3;31;11;41.33333333;7;0.146538342;83.86728754;32.5087440381558
2009;4;1;15;41.16666667;1;1.440779261;73.74185269;27.9809220985692
2009;4;2;30;52.5;4;4.946367588;69.52969981;24.20826709062
2009;4;3;21;46.16666667;4;4.308599814;60.01753482;23.966613672496
2009;4;4;23;40.66666667;5;3.242238435;86.65137181;24.9872813990461
2009;4;5;8;32.33333333;3;2.299441167;85.91096754;24.0572337042925
2009;4;6;7;34.16666667;3;2.030658181;85.87066274;28.5294117647059
2009;4;7;7;36.5;5;0.572027321;86.00172266;24.4324324324324
2009;4;8;11;35.33333333;2;-1.342207389;88.86076809;28.8346581875994
2009;4;9;6;41.33333333;5;-0.33809376;82.33936626;27.8282988871224
2009;4;10;9;36.5;4;-1.8680534;72.8633446;31.1621621621622
2009;4;11;6;42.33333333;3;-1.730440857;58.17006248;33.570747217806
2009;4;12;3;40.66666667;2;-1.405153679;71.84599389;36.0158982511924
2009;4;13;8;46.33333333;1;1.462666874;62.40406161;34.5643879173291
2009;4;14;9;47.66666667;6;1.713753493;51.7889049;34.5023847376789
2009;4;15;33;49.66666667;4;1.782210494;49.15090987;35.4880763116057
2009;4;16;12;49.33333333;4;2.413846631;47.50298422;33.0158982511924
2009;4;17;7;50.5;6;7.017230674;50.53107674;36.758346581876
2009;4;18;24;51.16666667;7;3.620304253;61.28474104;31.570747217806
2009;4;19;18;49;7;1.86145607;56.64576508;29.0365659777424
2009;4;20;10;48.5;5;3.096088171;44.93374324;26.751987281399
2009;4;21;8;41.66666667;2;3.38854393;87.48600679;31.8426073131956
2009;4;22;19;42.83333333;6;7.174712822;70.99671878;41.3990461049285
2009;4;23;16;38.5;2;4.554486184;86.64917843;32.1128775834658
2009;4;24;15;46.66666667;7;7.560850667;49.14536831;27.1335453100159
2009;4;25;16;62.16666667;2;13.78950636;36.43868592;29.9093799682035
2009;4;26;11;44.66666667;4;8.47004036;67.19615613;29.3147853736089
2009;4;27;16;38.66666667;7;10.72430922;51.25252644;35.1891891891892
2009;4;28;17;43.5;4;11.08273828;52.07978758;29.2798092209857
2009;4;29;8;44.33333333;3;4.501707544;57.3232559;27.9952305246423
2009;4;30;24;48.5;6;6.396305495;40.59428908;32.0858505564388
2009;5;1;12;42.83333333;1;11.91361378;63.66045532;30.6343402225755
2009;5;2;12;41.33333333;7;5.906317914;72.88652424;29.4324324324324
2009;5;3;16;47.66666667;5;7.815662838;59.59088894;23.4451510333863
2009;5;4;11;45.83333333;1;8.585377212;58.54272783;21.3481717011129
2009;5;5;7;41.83333333;2;7.245653524;50.66913413;19.6184419713831
2009;5;6;10;33.33333333;3;7.415166097;81.17615742;30.8410174880763
2009;5;7;9;29.5;9;6.979431853;82.96773232;21.2368839427663
2009;5;8;19;27.33333333;2;8.880394287;74.14965892;25.8839427662957
2009;5;9;25;38.66666667;3;10.13450792;57.71234795;31.6343402225755
2009;5;10;9;27.66666667;1;5.974930146;81.7627346;36.120826709062
2009;5;11;11;37.66666667;4;6.338404222;57.62553589;39.5548489666137
2009;5;12;16;46;3;7.358118597;47.05783202;22.6613672496025
2009;5;13;19;54.16666667;2;9.226792921;41.91825572;23.6470588235294
2009;5;14;16;55;2;11.85873952;58.87923505;25.751987281399
2009;5;15;16;34;4;9.981682707;68.41606929;26.5993640699523
2009;5;16;17;32.33333333;6;7.556581807;59.89609131;33.6756756756757
2009;5;17;9;38.33333333;5;8.412682397;76.48785252;28.3418124006359
2009;5;18;8;40.16666667;4;5.550838249;65.02792915;50.0298092209857
2009;5;19;11;48.83333333;2;6.750776156;47.48979818;40.6279809220986
2009;5;20;15;39.33333333;5;5.70987271;62.49309157;26.0715421303657
2009;5;21;31;72.5;3;14.93814033;30.01204547;29.2591414944356
2009;5;22;16;59.5;4;12.17292766;66.40491483;22.4531001589825
2009;5;23;20;40;3;8.509779572;46.2637645;24.0572337042925
2009;5;24;21;43.66666667;3;12.46026079;55.26843499;23.3338632750397
2009;5;25;5;33.16666667;3;5.467711891;71.0934572;27.3561208267091
2009;5;26;10;35;5;5.93099969;48.42816561;19.1605723370429
2009;5;27;8;30.66666667;5;8.486572493;73.30698525;17.6263910969793
