Year;Month;Day;PM25max;O3max;Death;Tmean;RH;OXmax
2004;3;18;7;44.2;6;-11.23742627;55.25537229;30.9789348171701
2004;3;19;11;42.8;6;-8.773750388;47.8113061;36.8243243243243
2004;3;20;21;50;2;-8.274837007;45.48775318;31.7627186009539
2004;3;21;14.5;42.4;5;-3.86215461;63.81642218;31.783386327504
2004;3;22;5;43.4;5;-15.49837007;67.18962065;33.9069952305246
2004;3;23;21.5;42;4;-13.95901894;32.07558739;31.4534976152623
2004;3;24;16.5;42;2;-8.978733313;44.19549892;27.8040540540541
2004;3;25;20;33.6;4;-2.349115182;60.08957355;22.7321144674086
2004;3;26;41;24.6;2;4.286324123;75.23611343;25.5568362480127
2004;3;27;38;40.2;6;2.876435889;75.3576394;33.381160572337
2004;3;28;4.5;46.8;2;-0.488668115;68.22947938;37.9487281399046
2004;3;29;16.5;44.2;5;0.877522509;48.4509385;44.195945945946
2004;3;30;25;55;0;4.486339646;42.35782883;31.9996025437202
2004;3;31;25;42.6;5;2.966004346;51.27808871;27.3088235294118
2004;4;1;11;40;6;1.644365104;87.28694036;27.6077106518283
2004;4;2;4.5;40.4;3;2.547112698;81.01547502;27.6697138314785
2004;4;3;4;39;3;0.997361068;89.47562806;23.7933227344992
2004;4;4;11;35.4;1;-0.686355169;81.40047909;21.9789348171701
2004;4;5;3.5;32.4;4;-5.279726793;86.24336582;23.6490461049285
2004;4;6;4.5;33.6;7;-2.395839801;66.47122453;27.751987281399
2004;4;7;6.5;40.4;5;-0.249767153;65.08381722;33.2261526232114
2004;4;8;10;48.2;2;1.554719031;68.64714351;26.4634340222576
2004;4;9;8;37.6;5;-0.962045948;64.62614279;19.4944356120827
2004;4;10;4;28.4;9;-3.835610059;74.0404169;21.1748807631161
2004;4;11;8;30.8;9;-2.119605713;68.19738701;25.6593799682035
2004;4;12;11;37.4;4;0.408335921;65.09843801;24.8553259141494
2004;4;13;7;36.6;2;-0.042067681;78.22945613;24.8863275039746
2004;4;14;14;35.2;7;2.396383111;80.4725588;30.6490461049285
2004;4;15;14.5;45.4;2;0.565041912;70.3936951;30.4531001589825
2004;4;16;10.5;42.8;3;0.373331264;53.16575551;31.8139904610493
2004;4;17;15.5;43.2;3;2.883343682;57.72723947;29.8962639109698
2004;4;18;14.5;44.8;4;5.346864328;59.67365975;31.93759936407
2004;4;19;23.5;44.4;3;9.331030736;53.20519828;33.7209856915739
2004;4;20;7;48;4;3.096398634;70.52290069;28.6903815580286
2004;4;21;8;41;3;2.84414778;52.20203438;29.2889507154213
2004;4;22;25.5;38.8;6;7.412371934;59.00012903;33.4531001589825
2004;4;23;5;47.8;2;1.545094691;56.47252762;29.2158187599364
2004;4;24;11;43.4;5;-0.317292766;63.4141071;31.5457074721781
2004;4;25;5.5;45.8;3;-2.16190624;49.63417836;26.1232114467409
2004;4;26;9.5;38.6;2;2.741772741;82.54110279;28.2984896661367
2004;4;27;15;41.2;7;5.732614095;67.00311174;28.0922098569157
2004;4;28;13;39.8;6;1.806038497;67.98988138;41.8445945945946
2004;4;29;16;58.2;7;8.556426576;28.70132031;52.4113672496025
2004;4;30;20.5;75.8;8;15.57971127;42.54110025;29.7933227344992
2004;5;1;14;40.6;4;11.76606644;55.34001576;26.4117647058824
2004;5;2;17;41;2;11.08949084;70.87898457;24.6283783783784
2004;5;3;21.5;35.8;2;7.958941323;77.44104066;24.8656597774245
2004;5;4;6.5;34;4;3.174712822;72.32865602;28.4841017488076
2004;5;5;13;40.2;6;3.899099658;67.65118932;26.0409379968204
2004;5;6;22.5;34.4;3;5.442719652;62.41129741;30.3807631160572
2004;5;7;21.5;44.8;2;4.717479044;71.12555649;27.8962639109698
2004;5;8;7.5;41.8;2;3.368519093;51.8754244;36.6383147853736
2004;5;9;12;54.4;4;7.381092828;36.07537854;26.2881558028617
2004;5;10;13.5;37.2;1;6.908491152;46.60311711;27.9065977742448
2004;5;11;24;41;3;10.70956225;61.71055269;25.566772655008
2004;5;12;11;36.2;0;7.855246818;51.22811604;23.9276629570747
2004;5;13;6.5;34;6;5.629152437;81.63849557;31.7213831478537
2004;5;14;18.5;39;6;12.91190624;50.36468894;22.0202702702703
2004;5;15;25.5;34.8;2;14.63823347;53.26959566;27.4324324324324
2004;5;16;4;39;4;9.186277554;59.42094286;31.3910969793323
2004;5;17;11;45.6;3;10.33312636;35.60531663;31.1438791732909
2004;5;18;26.5;42.2;1;13.14304564;66.6871316;30.731319554849
2004;5;19;19;45;7;11.45304253;44.7927237;38.6593799682035
2004;5;20;16.5;49.2;3;12.3352996;43.11080292;29.2364864864865
2004;5;21;13.5;43.2;2;9.808832661;71.20239435;32.8549284578696
2004;5;22;17.5;47.4;1;9.653135672;47.69220893;33.3600953895072
2004;5;23;19.5;48;2;12.49596399;55.60920403;28.9169316375199
2004;5;24;11.5;41.2;3;7.622011798;80.96616219;24.0099364069952
2004;5;25;7;33;3;7.410974853;83.23456732;17.7317170111288
2004;5;26;4;25.2;2;8.564576219;87.82498203;35.1025437201908
2004;5;27;13;48.8;2;12.62651351;56.74108238;17.1236089030207
2004;5;28;10.5;25.8;4;10.0104005;76.32417923;20.8036565977742
2004;5;29;2.5;32;5;5.845855324;75.79019432;26.0818759936407
2004;5;30;11.5;37.8;3;8.338947532;58.19384222;23.4841017488076
2004;5;31;6;34.8;3;8.364172617;55.06915785;22.2881558028617
2004;6;1;6;32.8;3;7.754734554;84.41273759;22.154213036566
2004;6;2;5.5;33;2;7.248680534;87.81509687;18.2368839427663
2004;6;3;5;27.2;4;8.617044396;78.45055463;33.0302066772655
2004;6;4;9;47.2;3;10.25527786;54.66002499;35.8139904610493
2004;6;5;31;49.4;1;11.26265135;38.13078229;33.2984896661367
2004;6;6;15.5;44.4;7;12.78515989;53.20385814;27.1438791732909
2004;6;7;16.5;39.2;2;14.72058367;60.65971866;51.3906995230525
2004;6;8;43;75.2;3;17.14413226;47.41232491;36.329093799682
2004;6;9;41;57.2;2;19.08180689;64.02155505;26.6180445151033
2004;6;10;4;38.6;5;10.37736728;59.04610571;26.9272655007949
2004;6;11;5.5;39.6;4;9.890717169;54.45884785;24.2984896661367
2004;6;12;13.5;35.6;2;11.30068302;47.79174114;34.525039745628
2004;6;13;27.5;50.6;1;13.9608041;42.28374747;25.6697138314785
2004;6;14;33.5;36.6;6;16.45063645;74.53341969;29.2364864864865
2004;6;15;25.5;42.6;3;18.06162682;65.60608443;25.1232114467409
2004;6;16;9;36;2;14.69186588;61.02040561;29.0922098569157
2004;6;17;14.5;43;4;17.53702266;52.63035281;21.9173290937997
2004;6;18;12;28.6;2;15.97663769;78.05678357;17.6354001059884
2004;6;19;12;30.2;3;14.38637069;64.79741991;16.360492845787
2004;6;20;7.5;27.6;2;11.75124185;53.30178796;21.8656597774245
2004;6;21;18;29.6;3;13.44823036;70.4241387;30.6903815580286
2004;6;22;21.5;43.2;2;14.33956846;68.17628457;21.8243243243243
2004;6;23;11.5;30.4;4;15.82753803;62.97936219;20.8553259141494
2004;6;24;14;34.2;1;15.10982614;60.69776795;23.3088235294118
2004;6;25;17.5;36.4;2;12.90313567;69.98080567;26.0922098569157
2004;6;26;14;39.4;5;11.90336852;53.36668898;20.4737678855326
2004;6;27;12.5;30.2;4;12.39700404;64.81982319;16.7007154213037
2004;6;28;9.5;23.2;3;11.5634896;55.53185865;24.6387122416534
2004;6;29;13.5;34.8;2;12.94504812;52.29121872;21.6697138314785
2004;6;30;15;31.6;6;14.71375349;67.78049648;32.4427662957075
2004;7;1;29;44.2;2;15.86230984;55.49691899;21.154213036566
2004;7;2;10;31.6;4;15.36029183;70.32497163;20.9996025437202
2004;7;3;11;31.6;3;16.10253027;62.86833953;32.5151033386327
2004;7;4;11;42;4;17.29121391;58.18545722;16.9173290937997
2004;7;5;27;24.6;5;17.99860292;80.28844889;21.360492845787
2004;7;6;10;29.2;1;17.3531512;68.28781822;29.947933227345
2004;7;7;12;39.8;1;16.62022664;53.04533258;16.783386327504
2004;7;8;17;23.2;1;15.65794784;87.83409591;15.7420508744038
2004;7;9;8.5;23;5;15.92005588;82.99018711;14.381160572337
2004;7;10;12;21.2;4;14.08786091;80.05794133;17.793720190779
2004;7;11;19;30.6;7;17.407715;55.23361022;33.8553259141494
2004;7;12;21.5;40.6;1;18.19660043;55.06211049;29.3121356650768
2004;7;13;23;41.6;2;20.07031978;72.43346698;23.2162162162162
2004;7;14;16;33;6;18.61137845;79.13404837;18.1442766295707
2004;7;15;11.5;23.4;4;16.61533685;92.75330129;19.9073926868045
2004;7;16;16;22;4;18.00457932;76.50058057;22.783386327504
2004;7;17;19;29.6;4;19.26412605;62.77457961;19.6903815580286
2004;7;18;20.5;28.8;2;18.15546414;61.26076906;22.3191573926868
2004;7;19;17;31;5;19.05797889;73.90518787;32.4117647058824
2004;7;20;28;49.2;4;20.54455138;68.02158005;27.7623211446741
2004;7;21;27.5;41.6;5;20.22267929;62.88643605;31.9065977742448
2004;7;22;40;50.4;3;22.41113008;62.2623719;26.2984896661367
2004;7;23;51;40.2;1;17.11774294;75.31801445;19.5151033386328
2004;7;24;19.5;27.4;0;15.34616579;66.30211361;19.8139904610493
2004;7;25;20.5;29.8;3;15.58250543;60.7061398;24.2984896661367
2004;7;26;24.5;35.2;4;15.80588327;53.19890405;28.5767090620032
2004;7;27;26;45;4;16.95630239;58.15422052;30.4634340222576
2004;7;28;24.5;43.4;6;18.93775225;63.09439053;25.1128775834658
2004;7;29;18.5;38;3;20.50232847;67.7997288;28.93759936407
2004;7;30;23;43.8;2;21.31123875;63.55626323;26.6903815580286
2004;7;31;32.5;36.8;2;20.932552;84.04671156;25.2364864864865
2004;8;1;19;40.6;1;20.59981372;73.10221972;34.0508744038156
2004;8;2;18;50.6;6;18.58118597;58.41069305;21.8553259141494
2004;8;3;15;31.2;2;19.24417883;71.10493635;18.1852146263911
2004;8;4;8;25.8;7;15.44838559;59.73267194;12.4121621621622
2004;8;5;5.5;17.4;3;13.37317603;70.37857088;14.4328298887122
2004;8;6;7.5;20.2;2;13.53081341;67.45504327;12.9962904080551
2004;8;7;8;19.4;4;14.13745731;67.90335283;15.2265500794913
2004;8;8;12;18.25;1;15.4275846;68.82946522;18.5254372019078
2004;8;9;7;25.33333333;2;17.7361068;57.97483832;34.2368839427663
2004;8;10;23;51.33333333;1;17.78368519;63.50232395;36.8177000529941
2004;8;11;33;45.25;6;19.86611301;70.8387547;22.8177000529941
2004;8;12;38;29.25;3;17.66136293;83.06756928;26.6560678325384
2004;8;13;10;36.25;2;16.35990376;86.15826047;14.7317170111288
2004;8;14;13.5;23;3;16.55580565;73.38050018;22.6283783783784
2004;8;15;20;33.6;1;15.12876436;57.26399069;26.9276629570747
2004;8;16;20;33;1;16.35136604;58.14633953;24.9892686804452
2004;8;17;24.5;35.4;4;17.37441788;60.24199659;34.3910969793323
2004;8;18;29.5;49.2;4;16.45971748;62.60280287;29.6077106518283
2004;8;19;49;42.8;5;16.87891959;67.14331437;27.7726550079491
2004;8;20;14.5;39.8;2;13.77157715;58.41590116;21.3501589825119
2004;8;21;18;31;1;14.30875505;73.47751845;18.3398251192369
2004;8;22;14.5;26.4;3;11.70063645;53.13593681;17.9586645468998
2004;8;23;13;23.4;5;13.70591431;70.41696779;14.4121621621622
2004;8;24;8;21.2;3;10.81411052;56.10364582;22.8656597774245
2004;8;25;8.5;29.8;2;12.75807203;48.64973611;34.7623211446741
2004;8;26;43;49.6;3;17.38117044;60.12662971;20.1442766295707
2004;8;27;39;30;2;19.52980441;84.00942367;19.8036565977742
2004;8;28;37;31.4;3;21.76948153;70.80482372;13.9069952305246
2004;8;29;4.5;21.2;2;15.12115803;84.56586859;13.6184419713831
2004;8;30;4.5;18.8;2;14.2742937;84.80461363;14.587440381558
2004;8;31;12.5;18.6;5;15.83196212;70.59930967;17.2368839427663
2004;9;1;10;23.6;6;12.7450326;67.63311393;16.0719395866455
2004;9;2;6.5;23.2;4;8.640251475;56.42959627;21.9689984101749
2004;9;3;16.5;25;2;12.95925179;59.86266536;15.8656597774245
2004;9;4;7;22;2;11.99278174;73.77052544;17.0409379968204
2004;9;5;9;23;3;11.79882024;61.49663895;18.6903815580286
2004;9;6;40;26.6;2;14.79098106;64.46757624;20.0512718600954
2004;9;7;31.5;27.6;1;15.59438063;70.98636117;18.2162162162162
2004;9;8;9;26;10;13.77514747;72.50600507;15.1339427662957
2004;9;9;7;19.4;2;10.66462279;85.81668793;18.2265500794913
2004;9;10;12;24.8;8;12.1433561;67.54245532;20.6490461049285
2004;9;11;23;30.8;4;12.51800683;49.12863275;25.4634340222576
2004;9;12;23.5;35.6;7;13.79750078;61.76216109;19.360492845787
2004;9;13;7.5;27.8;7;9.398478733;59.49217121;26.0202702702703
2004;9;14;15.5;34.6;2;10.76598882;48.29326285;27.2984896661367
2004;9;15;34.5;37.8;3;14.33894753;59.56176937;31.5663751987281
2004;9;16;34.5;45.4;6;18.43837318;71.01499553;18.8656597774245
2004;9;17;18;28.8;4;14.50357032;74.24648195;14.5357710651828
2004;9;18;5;20.8;0;9.07435579;75.75130988;13.1132750397456
2004;9;19;9.5;18.8;2;8.274371313;65.9502857;12.9379968203498
2004;9;20;11.5;16.4;1;7.836851909;55.6523851;10.5051669316375
2004;9;21;11;13.8;4;10.18736417;74.87452064;21.8656597774245
2004;9;22;27.5;28;4;14.57924558;59.54158955;21.2472178060413
2004;9;23;12.5;28.6;4;11.79424092;56.54625256;28.0202702702703
2004;9;24;21.5;36.6;3;14.46522819;50.43112214;27.6077106518283
2004;9;25;29;39.4;3;14.99619683;64.74533604;20.6490461049285
2004;9;26;13;29.8;6;11.27716548;58.20221293;26.8346581875994
2004;9;27;14.5;36.8;8;13.44745421;52.76678508;22.9069952305246
2004;9;28;20.5;31.2;0;9.832815896;68.52219824;18.8557233704293
2004;9;29;23;22.8;4;8.504579323;50.25731021;16.9069952305246
2004;9;30;14.5;22.2;6;9.904532754;46.84721314;23.370826709062
2004;10;1;32;30.8;3;10.85586774;48.73106255;26.7829888712242
2004;10;2;19;38.8;3;10.75853772;54.1372724;19.5047694753577
2004;10;3;23;27.6;1;6.348494256;59.41454963;24.0099364069952
2004;10;4;10.5;34.6;4;8.088481838;52.027982;20.3398251192369
2004;10;5;11.5;28.8;3;1.047190314;74.28515338;16.8970588235294
2004;10;6;20;17.4;4;3.988512884;58.55043914;24.2265500794913
2004;10;7;24.5;25.2;6;9.764281279;51.29612755;30.4328298887122
2004;10;8;31;39;4;13.13978578;53.93612705;30.9276629570747
2004;10;9;29.5;42;8;14.02716548;66.16277148;16.8656597774245
2004;10;10;4;26.2;7;9.777243092;81.80425698;14.0512718600954
2004;10;11;4;20;7;6.602918348;83.19911869;20.1029411764706
2004;10;12;19;24.8;9;7.499301459;69.04456959;22.7110492845787
2004;10;13;11.5;29;7;8.822881093;50.81388619;20.9069952305246
2004;10;14;18;28.4;2;8.057746042;49.23202028;14.2162162162162
2004;10;15;9;19.8;3;8.151505744;82.41832791;19.5564387917329
2004;10;16;8.5;25.4;2;10.48331264;81.36125196;13.4018282988871
2004;10;17;5;18.8;2;6.116501087;83.1154321;10.9173290937997
2004;10;18;7;15;2;4.507451102;82.4570381;14.3914944356121
2004;10;19;16;21.4;2;2.539273518;65.09999633;20.0512718600954
2004;10;20;9;27.4;2;1.860447066;65.13329404;18.3914944356121
2004;10;21;8;24.8;5;2.328702266;69.40022824;22.0926073131956
2004;10;22;6.5;27.2;2;3.900419124;80.76567962;23.9483306836248
2004;10;23;7.5;31.6;5;4.613551692;62.99960859;21.7110492845787
2004;10;24;6.5;29;5;4.150108662;64.70218398;16.8214096449391
2004;10;25;11.5;22.2;3;4.663769016;74.62747788;21.1029411764706
2004;10;26;18.5;27;3;6.905541757;65.82298162;16.793720190779
2004;10;27;22.5;22.4;3;4.875271655;71.29065387;18.2162162162162
2004;10;28;21;24;1;1.2931543;61.94683181;18.7213831478537
2004;10;29;20;25;1;1.256442099;54.82376623;19.4328298887122
2004;10;30;23.5;27.2;7;3.222834523;49.19536438;14.5671701112878
2004;10;31;35;18.4;2;8.647392114;78.78542181;13.989666136725
2004;11;1;6.5;18;0;4.025380317;86.88445678;15.6597774244833
2004;11;2;5;21.6;4;1.825908103;92.22939249;20.587440381558
2004;11;3;5.5;27.6;2;1.471980751;87.68084367;18.5461049284579
2004;11;4;11;26.4;4;0.652049053;72.21260142;17.8966613672496
2004;11;5;5;26;3;0.672850047;89.66374544;20.95826709062
2004;11;6;13;31.6;4;-0.068379385;78.1535651;19.5564387917329
2004;11;7;17;27.2;4;-1.636681155;82.48901193;21.1955484896661
2004;11;8;6.5;29.75;3;-3.553477181;84.22397863;23.360492845787
2004;11;9;14;31.4;1;-5.48199317;78.32998537;22.0310015898251
2004;11;10;18.5;27;3;-7.058211735;56.26975185;22.381160572337
2004;11;11;20;29.6;1;-3.032443341;67.99388712;21.6804451510334
2004;11;12;21.5;25.2;4;-7.59414778;57.14315645;18.2575516693164
2004;11;13;19;26;4;-7.400186278;61.88451364;16.2782193958665
2004;11;14;30;22.25;5;-6.893200869;48.88898677;16.2269475357711
2004;11;15;46;20.8;6;-2.99642968;53.58523748;19.5977742448331
2004;11;16;7.5;26.8;4;-1.912915244;79.39199586;19.1236089030207
2004;11;17;17;23;2;-2.04439615;74.6294018;11.4435612082671
2004;11;18;35.5;7.6;1;1.809608817;87.65614997;21.6697138314785
2004;11;19;32;30;2;1.966392425;75.44515849;20.8656597774245
2004;11;20;8;29.2;4;-0.38248991;70.58281174;18.0512718600954
2004;11;21;15;24.4;5;0.08987892;84.6627756;17.9276629570747
2004;11;22;17;23.8;2;0.412139087;78.65700341;16.4844992050874
2004;11;23;21;17.6;4;-0.414545172;62.35279319;13.0926073131955
2004;11;24;21.5;17.6;3;3.459329401;83.88105323;20.9686009538951
2004;11;25;6.5;30.2;3;1.87534927;65.06903379;21.9686009538951
2004;11;26;6.5;32.6;3;-6.387767774;80.80535897;21.6184419713832
2004;11;27;8;28;2;-5.978810928;53.8904706;23.3191573926868
2004;11;28;7.5;32.4;1;0.794085688;75.81269665;20.5564387917329
2004;11;29;10.5;28;4;-1.830099348;75.57674643;17.2988871224165
2004;11;30;24.5;21;1;-3.989521888;63.34997256;21.2265500794913
2004;12;1;30.5;27;7;-2.47539584;80.14302307;26.8036565977742
2004;12;2;5.5;37.6;2;-9.291213909;62.37979368;22.8863275039746
2004;12;3;10;31;6;-14.1126203;66.23289416;21.1653418124006
2004;12;4;16.5;25.4;5;-9.920676808;47.08045311;22.95826709062
2004;12;5;20.5;34.2;6;-10.74192797;59.07276643;23.9069952305246
2004;12;6;30;30;3;-16.44512574;58.54287065;24.7213831478537
2004;12;7;17;33.4;3;-13.76792921;55.55601365;24.164546899841
2004;12;8;12;32.8;3;-6.818068923;76.16451618;22.3195548489666
2004;12;9;22.5;25.8;4;-7.855402049;67.68599433;19.7110492845787
2004;12;10;15.5;26.2;4;-6.932086309;66.33471306;21.8346581875994
2004;12;11;4;30.4;6;-4.167184104;91.28236052;20.9793322734499
2004;12;12;7.5;26.2;7;-5.89925489;84.65313724;19.4948330683625
2004;12;13;18;23;8;-6.581418814;79.3437767;24.4431637519873
2004;12;14;11;33;2;-11.74518783;78.75688034;22.793720190779
2004;12;15;20;29.8;7;-15.37356411;58.20619153;19.4745627980922
2004;12;16;22.5;16.2;5;-8.84112077;54.42007253;22.4018282988871
2004;12;17;20.5;30.6;6;-10.08266066;44.14429885;27.412559618442
2004;12;18;27.5;30.2;7;-15.47205837;37.07355365;19.0512718600954
2004;12;19;11;27.6;4;-7.537410742;69.85758711;21.0409379968204
2004;12;20;11;27.8;6;-18.69885129;54.43339762;18.6051934287229
2004;12;21;20;20.75;7;-20.65259236;55.79194876;21.1963434022258
2004;12;22;29.5;19.2;2;-12.12527165;40.35544019;21.1136724960254
2004;12;23;18;23.8;8;0.605402049;57.53378158;20.5254372019078
2004;12;24;15;28.2;8;-13.66136293;54.76705346;21.5564387917329
2004;12;25;53;30;6;-18.54385284;56.62795761;25.6180445151033
2004;12;26;47;36.4;9;-18.23207079;68.01590407;26.8036565977742
2004;12;27;7;37.8;3;-16.90274759;74.37730821;25.4638314785374
2004;12;28;18;34.6;7;-15.01381559;43.51432386;22.7110492845787
2004;12;29;17.5;30;8;-10.92184104;53.67993673;20.3914944356121
2004;12;30;34;27;2;-14.17680844;46.86047122;23.9892686804452
2004;12;31;33.5;19.8;10;NA;NA;25.3505564387917
2005;1;1;22.5;34.2;6;-6.695513816;42.05297994;19.2992845786963
2005;1;2;10.5;31.4;6;-15.38637069;41.22065405;27.0627980922099
2005;1;3;16;25.2;7;-8.37767774;55.27672491;23.629173290938
2005;1;4;23.5;26.4;6;-13.75434648;66.94955926;23.0723370429253
2005;1;5;10.5;29.2;8;-18.11898479;65.44621568;23.360492845787
2005;1;6;20.5;27.2;6;-16.25908103;41.02589243;21.010333863275
2005;1;7;17.5;30.6;8;-8.315585222;73.47047691;25.9996025437202
2005;1;8;31;23.2;9;-9.361067991;64.04714884;20.6697138314785
2005;1;9;22.5;35;4;-12.93511332;58.38287356;24.0822734499205
2005;1;10;20;31;8;-7.696134741;60.03709662;23.0822734499205
2005;1;11;26;31.4;9;-16.976172;61.10907428;21.6593799682035
2005;1;12;24.5;30.8;5;-15.0560385;33.25978755;24.3501589825119
2005;1;13;14.5;31.2;6;-0.72306737;51.07163572;24.0616057233704
2005;1;14;27;32.8;4;-4.388155852;39.10741012;24.6593799682035
2005;1;15;21.5;32.6;4;-16.53981683;53.64457088;24.0409379968204
2005;1;16;29.5;34;7;-14.65802546;67.92378987;23.5214626391097
2005;1;17;6;33.6;0;-17.23028563;75.14203512;20.9379968203498
2005;1;18;22;33.5;5;-23.27118907;68.72145264;26.793720190779
2005;1;19;29;25.66666667;3;-21.2514747;40.22545092;22.7233704292528
2005;1;20;35.66666667;33.33333333;7;-18.22943185;59.62417368;24.8473767885533
2005;1;21;20;31.5;6;-26.03283142;61.05710571;23.8696343402226
2005;1;22;22;30.5;6;-24.63745731;41.4788468;24.3322734499205
2005;1;23;43.33333333;33.83333333;0;-21.48579634;60.29458269;26.4165341812401
2005;1;24;33.66666667;26.83333333;4;-21.00651971;45.14694516;28.7980922098569
2005;1;25;17.66666667;36.33333333;1;-18.55828935;71.48843581;27.60413354531
2005;1;26;30.66666667;36.16666667;4;-20.13792301;63.45411144;23.7996820349762
2005;1;27;25;33;2;-23.16803788;52.11340787;23.972972972973
2005;1;28;35;31.66666667;2;-20.91594225;42.04408964;31.0143084260731
2005;1;29;51.66666667;30.16666667;4;-14.09593294;47.79008506;28.4785373608903
2005;1;30;32.66666667;36.5;5;-10.6557746;53.73776347;26.2289348171701
2005;1;31;37.66666667;30.66666667;7;-13.88311084;43.03152533;29.8807631160572
2005;2;1;48;27.16666667;3;-12.04385284;48.22114046;31.1033386327504
2005;2;2;79;23.83333333;4;-10.28857498;38.81663916;27.8744038155803
2005;2;3;63;28.83333333;4;-8.093682086;42.26614337;34.033386327504
2005;2;4;55.66666667;32.16666667;3;-4.692952499;46.29457675;21.9252782193959
2005;2;5;65;32;5;-4.404532754;47.14100637;33.2376788553259
2005;2;6;60.66666667;33.33333333;7;-4.361611301;53.08020869;22.3406200317965
2005;2;7;52;30.8;4;-0.282753803;55.88878675;23
2005;2;8;59.66666667;17.8;5;1.424247128;87.67711552;25.0512718600954
2005;2;9;30.66666667;33.4;4;-2.682629618;77.74541069;29.5357710651828
2005;2;10;5;35;4;-7.296026079;88.27290456;27.6756756756757
2005;2;11;6;42;6;-7.484709717;83.64728843;25.1685214626391
2005;2;12;20.66666667;40.66666667;6;-7.814032909;70.93954052;26.3068362480127
2005;2;13;16.33333333;36.66666667;4;-11.73595157;64.7640487;22.8903020667727
2005;2;14;19.33333333;35.33333333;2;-11.72819;32.63764885;23.2718600953895
2005;2;15;18.66666667;32.33333333;2;-1.504191245;77.76814979;24.3068362480127
2005;2;16;27.66666667;31;3;-2.968410432;75.79092849;24.2782193958665
2005;2;17;20;33.33333333;3;-11.03182242;61.68405983;26.0635930047695
2005;2;18;25.33333333;31.66666667;3;-13.72236883;51.80026373;25.7933227344992
2005;2;19;19.66666667;35.5;5;-19.09096554;54.1554687;26.570747217806
2005;2;20;33.33333333;36.66666667;4;-21.37092518;53.10214575;23.3131955484897
2005;2;21;23.33333333;35.16666667;5;-18.22609438;43.39710844;27.5564387917329
2005;2;22;29.66666667;32.33333333;4;-9.957621857;72.18631694;28.0572337042925
2005;2;23;25;36;5;-11.43542378;72.34189402;28.4801271860095
2005;2;24;33.66666667;38.66666667;12;-17.29618131;43.66200498;30.4880763116057
2005;2;25;51;40.16666667;7;-14.40429991;47.99887246;28.8839427662957
2005;2;26;28;43;3;-15.77801925;32.45555035;31.4451510333863
2005;2;27;6;41.83333333;5;-12.18627755;64.2202748;32.6184419713831
2005;2;28;13.33333333;40.83333333;4;-11.58025458;47.40835393;31.1891891891892
2005;3;1;15;42.16666667;3;-7.183405775;84.58740243;29.4531001589825
2005;3;2;11.33333333;42.83333333;6;-7.017385905;77.53926842;33.0206677265501
2005;3;3;5;41.16666667;4;-13.01311704;70.43814855;32.972972972973
2005;3;4;10;41.5;8;-10.70024837;65.11723217;29.1049284578696
2005;3;5;11.66666667;44.5;3;-8.848804719;53.54562214;32.6597774244833
2005;3;6;14.66666667;41.16666667;4;-9.374573114;57.85310524;30.60413354531
2005;3;7;15.66666667;40.83333333;5;-16.6016765;39.60506428;28.6470588235294
2005;3;8;10.33333333;40.5;3;-10.40631791;73.60322608;31.5198728139905
2005;3;9;9;40.83333333;2;-15.97943185;80.58898015;35.8394276629571
2005;3;10;36.66666667;40.5;0;-17.76078857;56.09425143;32.8903020667727
2005;3;11;52;45.16666667;3;-15.04765601;30.0793854;31.335453100159
2005;3;12;9.666666667;45;1;-6.192253958;83.88229265;31.5357710651828
2005;3;13;13.33333333;45.33333333;5;-6.378686743;54.47563913;28.1399046104928
2005;3;14;13.66666667;40.16666667;4;-7.004579323;63.65930656;27.3974562798092
2005;3;15;9;38;5;-0.682474387;70.53151882;23.4038155802862
2005;3;16;9;38.5;1;-2.733933561;79.75370563;21.8616852146264
2005;3;17;13;31.33333333;3;-3.630316672;72.89192657;32.6963434022258
2005;3;18;23.33333333;29.83333333;5;-3.358661906;66.49095891;34.6120826709062
2005;3;19;17;45.16666667;4;-2.781279106;61.33436429;31.7726550079491
2005;3;20;24;48;5;-2.254268861;57.32971894;34.550079491256
2005;3;21;24.33333333;44.5;0;-4.682474387;48.98723547;30.1128775834658
2005;3;22;18.33333333;46.33333333;3;-0.778562558;68.35186094;36.6613672496025
2005;3;23;18.33333333;42.83333333;2;-2.752949395;65.11375086;32.3004769475358
2005;3;24;17.33333333;47.83333333;7;-1.409965849;53.56382045;32.7106518282989
2005;3;25;16;46;5;-4.734632102;67.89478952;41.1621621621622
2005;3;26;17;47.5;2;-7.703352996;45.73877335;37.3767885532591
2005;3;27;31.66666667;59;3;-3.975162993;37.30031145;37.2241653418124
2005;3;28;32;51.83333333;3;-0.559608817;58.25550253;33.731319554849
2005;3;29;15.66666667;52.33333333;4;1.283064266;72.81457011;34.939586645469
2005;3;30;26.33333333;47.33333333;2;0.229587085;60.05642004;31.0508744038156
2005;3;31;11.66666667;49.16666667;1;1.869683328;68.08973794;23.4038155802862
2005;4;1;24.66666667;44.83333333;3;1.747749146;85.50197947;26.4181240063593
2005;4;2;35;32;7;2.323502018;82.08756045;21.758346581876
2005;4;3;7;37;0;3.286324123;83.67514459;32.7726550079491
2005;4;4;15.33333333;32.16666667;4;2.096243403;87.29953783;33.5023847376789
2005;4;5;14;45.33333333;6;3.285936045;69.67208031;27.8203497615262
