Year;Month;Day;PM25max;O3max;NO2max;Death;Tmean;Tmax;RH;OXmax
2004;4;23;14.54545455;40.25;40.90909091;41;4.99;10.93406454866364;52.04973852;31.3985918691801
2004;4;24;17.36363636;43.25;41;50;5.47;9.9553706505295;64.75370656;29.5650692709516
2004;4;25;10.45454545;42.41666667;18.18181818;40;1.98;6.534291477559254;65.4953461;29.8403361344538
2004;4;26;14.90909091;37.33333333;29.72727273;39;8.65;14.043746848209784;55.62919521;30.691573926868
2004;4;27;15.63636364;38.66666667;40.45454545;34;7.26;12.910867372667676;55.00937479;26.6874858051329
2004;4;28;7.545454545;36.69230769;27.90909091;33;6.32;10.89989914271306;63.62575048;28.7315466727231
2004;4;29;24.09090909;59.76923077;25.18181818;40;15.26;25.911497730711044;27.08463917;26.9326311605723
2004;4;30;26.36363636;72;46.45454545;40;20.8;27.189611699445283;46.56671712;43.4026232114467
2004;5;1;27.81818182;58.69230769;28.63636364;32;19.36;26.434947049924357;43.11641934;52.4282591414944
2004;5;2;23.09090909;29.76923077;23.54545455;31;17.93;25.087745839636913;50.56792411;41.8897058823529
2004;5;3;3.272727273;28.53846154;13.27272727;31;8.12;10.662758446797781;83.17719887;23.4095786963434
2004;5;4;8.181818182;35.57142857;15.81818182;36;7.31;12.364220877458397;58.90696485;20.631160572337
2004;5;5;19.27272727;33.78571429;37.54545455;33;6.71;9.615985879979828;80.25160509;25.326090796679
2004;5;6;21;43.85714286;36.36363636;44;10.71;18.709909228441756;37.94251269;25.3725490196078
2004;5;7;17.18181818;42.28571429;20.18181818;46;9.52;13.07072617246596;73.30784508;33.0786080197845
2004;5;8;12.81818182;36.92857143;30.63636364;43;4.92;11.67423096318709;43.94812007;30.3935700406289
2004;5;9;15.81818182;54.35714286;31;34;12.76;20.656454866364093;36.30198156;27.2321144674086
2004;5;10;21.90909091;34.21428571;35;35;11.4;16.94213313161876;54.64729176;38.1985514926691
2004;5;11;24.90909091;38.5;37;37;16.74;23.04021684316692;45.12518745;24.4474474474474
2004;5;12;17.36363636;47.21428571;38.09090909;29;15.89;24.763993948562785;31.39034131;28.5059176823883
2004;5;13;11.09090909;31.57142857;20.45454545;41;14.85;20.684316691880987;49.75066601;39.8931284225402
2004;5;14;35.54545455;63.28571429;29.63636364;34;19.32;29.931795259707513;27.3818871;25.1314255431903
2004;5;15;29;35.85714286;19.45454545;34;19.71;24.360186585980838;61.20674233;44.5513160219043
2004;5;16;11.09090909;39.57142857;23.18181818;32;13.64;18.55685829551185;58.92816757;25.2985338279456
2004;5;17;14.18181818;40.85714286;25.72727273;54;15;24.011094301563286;33.36349578;27.9261614555732
2004;5;18;31.63636364;40.21428571;33.81818182;33;17.25;21.376323751891075;73.56678157;29.0987678855326
2004;5;19;11.09090909;40.85714286;31.18181818;29;15.04;22.67952597075139;40.73624819;27.3026629570747
2004;5;20;19.72727273;45.38461538;39.54545455;36;16.12;23.91011094301563;46.86856885;32.0068135362253
2004;5;21;19.27272727;43.85714286;26.63636364;34;14.65;17.978315683308118;78.58883364;34.2507949125596
2004;5;22;11.09090909;45.64285714;21.09090909;33;14.06;18.737392839132628;65.97232354;31.7314962020844
2004;5;23;14.27272727;46.21428571;18.09090909;30;16.42;21.427130610186587;68.39663115;31.8046281575693
2004;5;24;9.727272727;35.28571429;12.72727273;27;10.45;12.65015128593041;86.09018404;32.1172937643526
2004;5;25;18.72727273;25.64285714;27.63636364;32;10.44;12.514120020171458;87.00237361;24.7967673555909
2004;5;26;19.54545455;34.71428571;25.27272727;36;13.8;17.017145738779625;80.01852949;17.9189189189189
2004;5;27;21.36363636;42.53846154;43.3;28;15.35;21.08900655572365;61.08285823;26.8887122416534
2004;5;28;17.3;33.76923077;30.77777778;36;14.13;18.44654563792234;72.95826442;31.2237678855326
2004;5;29;4.4;32.84615385;13.88888889;30;9.8;16.31694402420575;54.68897783;26.2084658187599
2004;5;30;6.5;40.38461538;23;35;11.52;19.522188603126576;45.00436391;24.0639904610493
2004;5;31;7.8;42.15384615;19.33333333;36;12.25;20.259455370650528;49.17834964;28.1025437201908
2004;6;1;10.6;42.46153846;24.22222222;36;11.6;14.017776096822995;85.01034781;31.1528219395866
2004;6;2;9.6;21.84615385;28.66666667;40;12.3;16.120650529500757;76.02690541;29.3241255961844
2004;6;3;11.4;29.92307692;25.88888889;44;12.34;18.397125567322238;61.89305583;17.3529411764706
2004;6;4;9.6;32.92857143;32.33333333;36;13.65;21.365103378719112;47.42017678;23.316772655008
2004;6;5;15.9;48.5;29.55555556;33;15.42;24.2970247100353;41.03972677;23.9429650238474
2004;6;6;11.8;44.42857143;12.88888889;37;17.56;21.988527483610692;72.64402612;33.1281796502385
2004;6;7;17.4;41.5;41.55555556;32;19.41;25.511220373171962;58.63984999;31.0663751987281
2004;6;8;47.8;74.71428571;31.2;51;22.69;29.89573877962683;51.31544752;30.9634340222576
2004;6;9;36.4;54.42857143;22.9;36;24.03;29.0470247100353;68.17268931;52.7447447447447
2004;6;10;5.8;39.35714286;16.1;37;15.35;20.692007060010084;64.39659892;38.8984278396043
2004;6;11;7.4;35.64285714;18.5;39;13.47;21.043242561775088;48.46160274;28.6650768415474
2004;6;12;41;47.57142857;28.8;40;14.32;21.753025718608168;49.13378602;25.2080904433846
2004;6;13;20.3;59.14285714;27.2;34;17.26;26.450958144225922;43.87032854;35.1586292174527
2004;6;14;19.2;48.35714286;25.3;32;21.17;27.48953605648008;62.87092255;43.0976859212153
2004;6;15;13.63636364;42.14285714;19.2;48;21.46;26.52231467473525;68.02053314;34.9123829712065
2004;6;16;8.545454545;41.28571429;35.3;38;18.14;24.68066061522945;56.19022237;28.6369899311076
2004;6;17;21.90909091;59.53333333;32.27272727;22;21.49;28.78277861825517;51.96001387;30.3317435082141
2004;6;18;22.27272727;53.93333333;22.81818182;41;22.28;27.155698436712054;70.34271348;42.8435612082671
2004;6;19;16.18181818;33.53333333;20.27272727;21;18.77;23.5249621785174;69.71573061;40.943720190779
2004;6;20;8.727272727;31.13333333;10.18181818;31;15.66;22.987266767523952;50.12832938;23.8356120826709
2004;6;21;15.81818182;51;18.18181818;26;18.49;24.489662128088753;59.1918494;22.2192368839428
2004;6;22;32.72727273;48.13333333;33.81818182;35;16.93;18.935577407967724;87.63129993;37.1158982511924
2004;6;23;22.45454545;32.73333333;28.54545455;33;19.29;24.849092284417548;63.05915339;34.4612082670906
2004;6;24;19.72727273;56.53333333;21.54545455;30;19.69;28.462934947049924;47.68726509;24.5213036565978
2004;6;25;7.090909091;37.66666667;25.63636364;38;14.8;18.96621280887544;73.95170691;39.3734499205087
2004;6;26;8.818181818;37.53333333;21.54545455;27;14.55;21.506555723651033;53.11641006;26.1685214626391
2004;6;27;7.909090909;27.6;14.36363636;21;16.21;21.729576399394855;63.18079184;27.1149443561208
2004;6;28;8.818181818;32.2;20.90909091;32;15.79;22.405320221886033;56.02354395;19.3387917329094
2004;6;29;11.81818182;29.73333333;21.54545455;27;16.47;21.473020675743822;69.33829301;24.1429252782194
2004;6;30;10.54545455;29.6;30.72727273;29;17.82;24.213691376701966;56.77161211;21.7976152623211
2004;7;1;23.4;57.6;27.18181818;28;19.23;26.599344427634897;55.11554072;23.4038155802862
2004;7;2;12.7;25.2;18.90909091;25;18.5;23.129349470499243;71.17877444;41.3157392686804
2004;7;3;17.7;39.73333333;25.81818182;30;20.34;27.914523449319212;50.00189083;18.4502384737679
2004;7;4;39.7;60.53333333;25.81818182;48;21.53;30.05345436207766;44.44767448;27.5489666136725
2004;7;5;29.7;58.46666667;16.18181818;35;23.11;26.823625819465455;77.91338678;42.6311605723371
2004;7;6;8.4;35.2;26.81818182;32;20;25.643343419062028;63.97518355;41.4806041335453
2004;7;7;18.36363636;38.86666667;33.54545455;26;18.41;25.914523449319212;56.00100695;26.0459459459459
2004;7;8;22.18181818;46.42857143;27.09090909;27;22.19;26.87745839636914;72.22728909;30.552729199788
2004;7;9;11.09090909;32.57142857;15.63636364;44;20.76;24.549546142208776;76.75005118;33.5596184419714
2004;7;10;10.81818182;24.14285714;12.27272727;39;20.74;24.490544629349472;76.91016982;24.362480127186
2004;7;11;14.45454545;38.21428571;24.63636364;37;19.89;25.93709026727181;62.64776719;18.0481717011129
2004;7;12;29.09090909;55.46666667;25;35;22.34;28.126071608673726;64.92631379;25.8767885532591
2004;7;13;22.27272727;43.66666667;17.72727273;29;22.38;26.67927382753404;74.2951578;38.9858505564388
2004;7;14;11;35.26666667;14.54545455;22;21.49;25.74974785678265;74.42514859;31.3602941176471
2004;7;15;9.1;25.13333333;23.54545455;32;19.8;21.92952597075139;87.14250869;26.1141141141141
2004;7;16;12.9;35.53333333;19.09090909;28;20.52;24.287065052950076;76.75745438;21.5234057586999
2004;7;17;18.6;39.2;22.90909091;31;22.17;28.25869894099849;63.13113871;25.2047694753577
2004;7;18;17.44444444;37.26666667;20.63636364;33;21.51;27.173852748361067;66.52774811;27.0891891891892
2004;7;19;27.2;62.2;39.36363636;23;22.27;26.548789712556733;74.77824408;25.7066772655008
2004;7;20;29.8;42.2;25.18181818;38;22.31;27.00605143721634;72.27034152;45.3538950715421
2004;7;21;59.7;52.53333333;26.1;23;22.93;28.555723651033787;66.98448282;29.6066066066066
2004;7;22;55.77777778;54.23076923;22.88888889;31;25.08;31.02433182047403;65.45099511;37.4839030206677
2004;7;23;50.55555556;33.64285714;15.9;33;21.54;25.969364599092284;73.13213989;38.0367647058824
2004;7;24;21;27.07142857;21.4;32;16.79;22.74936964195663;63.88044186;23.3914944356121
2004;7;25;16.33333333;32.28571429;27;31;18.28;24.31933938477055;63.56683768;19.1015721603957
2004;7;26;16.27272727;44.8;34.90909091;32;17.63;25.366868381240543;53.19740909;22.8002119766826
2004;7;27;23.27272727;35.8;33.72727273;32;19.15;24.07740796772567;70.32770853;31.3551669316375
2004;7;28;17.36363636;29.06666667;30.09090909;32;18.64;21.432425617750884;82.3154441;26.7498675145734
2004;7;29;18.54545455;45.8;35.45454545;25;21.6;27.687972768532525;64.18558789;21.5348171701113
2004;7;30;38.27272727;51.13333333;25.45454545;37;23.49;29.622667675239537;64.55130818;32.8365659777425
2004;7;31;28.54545455;31.73333333;18;27;22.77;24.46684316691881;89.53512581;36.5715421303657
2004;8;1;17.5;39.14285714;18.8;35;23.16;26.93910741301059;77.69520795;23.1410174880763
2004;8;2;14;45.35714286;21.3;23;22.23;28.352748361069086;64.23115174;27.3969263381028
2004;8;3;17.7;38.33333333;28.9;33;20.48;23.360186585980838;82.5818677;32.0612965907084
2004;8;4;10.36363636;34.06666667;20.81818182;21;18.9;25.178517397881997;62.31638018;26.1621621621622
2004;8;5;5.636363636;24.33333333;14.36363636;30;15.43;19.97112960161372;72.09991052;24.5831478537361
2004;8;6;8.090909091;16.93333333;16.63636364;27;15.26;19.112455874936963;75.94472584;18.9451510333863
2004;8;7;7.090909091;24.66666667;17.36363636;22;16.68;21.422339889056985;70.67035984;13.2453100158983
2004;8;8;8;21.73333333;14.81818182;34;16.17;21.58938477054967;67.20948353;17.3141494435612
2004;8;9;24.81818182;33.73333333;31.63636364;16;19.91;26.720121028744327;60.25650892;16.4075251722311
2004;8;10;51.45454545;42;30.27272727;32;20.78;26.217977811396874;67.75639761;24.8408585055644
2004;8;11;23.63636364;40.93333333;24.45454545;36;21.66;26.555345436207766;70.8910742;30.9038155802862
2004;8;12;20.18181818;29.93333333;34.63636364;21;19.04;22.066439737771056;81.46511348;29.547076488253
2004;8;13;15.54545455;31.6;23.54545455;34;18;19.917675239536056;87.39457136;21.7364423246776
2004;8;14;10.45454545;24.86666667;19.72727273;25;18.49;23.10451336359052;71.91585474;22.2058823529412
2004;8;15;16.36363636;39.73333333;29.54545455;24;18.31;24.88325769036813;60.94070835;17.6635930047695
2004;8;16;20.81818182;45.8;34.72727273;35;18.54;24.77307110438729;62.53860773;29.7705882352941
2004;8;17;17.81818182;38.4;31.45454545;33;19.52;25.87544125063036;62.44852888;34.6933227344992
2004;8;18;47.90909091;51.33333333;24.81818182;25;21.04;26.57274331820474;67.20765203;28.0820349761526
2004;8;19;49.72727273;41.53333333;32.63636364;33;21.01;24.74357034795764;77.33445832;35.6200317965024
2004;8;20;15.54545455;37.73333333;21.09090909;24;17.12;22.682425617750884;66.2710589;28.6066772655008
2004;8;21;17.27272727;31.13333333;17.54545455;25;16.83;20.698940998487142;75.51793453;28.7233704292528
2004;8;22;9;24.8;16.54545455;26;14.58;21.714573877962682;57.02686935;22.4585055643879
2004;8;23;17.81818182;30.8;23.54545455;29;17.42;22.82097831568331;66.9840319;17.1421303656598
2004;8;24;9.727272727;25.26666667;25.54545455;18;13.27;19.96709531013616;58.61674487;23.7182829888712
2004;8;25;33.27272727;44.06666667;22.90909091;28;16.45;25.452723146747353;48.33360306;20.470906200318
2004;8;26;28.54545455;46.4;24.90909091;24;22.11;27.141578416540597;70.40420206;32.8747217806041
2004;8;27;39;41.53333333;24.09090909;23;23.26;27.685199193141706;73.89393202;33.4829888712242
2004;8;28;30.09090909;38.33333333;18;29;25.09;28.990418557740796;76.99503591;30.4566331036919
2004;8;29;14.27272727;17.46666667;15.81818182;30;19.83;22.3315683308119;84.53337777;26.9933227344992
2004;8;30;10.63636364;6.928571429;13.63636364;32;17.37;18.500882501260715;92.35039918;13.3163751987281
2004;8;31;11.4;27.13333333;20.90909091;35;19.19;24.269036812909732;69.31148897;6.05847023494082
2004;9;1;12.1;19.53333333;19.63636364;26;16.86;22.464069591527988;66.10270359;20.4605723370429
2004;9;2;11.63636364;27.66666667;33.90909091;30;11.51;17.921835602622288;60.21449575;14.7441971383148
2004;9;3;26.72727273;48.66666667;22.81818182;32;17.37;26.73171961674231;47.1436782;23.5370429252782
2004;9;4;17.90909091;36.86666667;12.45454545;28;16.95;20.241048915784166;79.33087048;34.7158982511924
2004;9;5;9.363636364;25.26666667;10;32;15.83;22.749117498739285;59.01142836;27.8057233704293
2004;9;6;14.27272727;33.93333333;11.81818182;39;19.65;23.90431164901664;74.06355104;17.8151033386328
2004;9;7;18.36363636;25.66666667;21.36363636;32;20.56;25.524583963691377;70.25095572;23.5335453100159
2004;9;8;8.181818182;22;16.8;30;16.73;20.194780635400907;78.41209986;19.0338632750397
2004;9;9;5.272727273;12.92857143;14.8;22;14.34;16.07501260716087;88.41337062;16.5060943296237
2004;9;10;10.2;28.8;34.27272727;31;17.8;23.066187594553707;67.51075948;9.25055643879173
2004;9;11;16.18181818;34.13333333;24.09090909;28;16.23;23.515128593040846;57.1844244;21.5276629570747
2004;9;12;17.72727273;36.93333333;20.81818182;32;17.95;23.58257690368129;65.69745528;23.6882352941176
2004;9;13;9.090909091;29.4;30.18181818;24;13.2;17.477433182047402;73.53012604;26.5655007949126
2004;9;14;17;31.26666667;26.27272727;26;15.16;23.13325769036813;52.85257024;22.7389507154213
2004;9;15;28;35.06666667;23.72727273;31;19.14;24.77231467473525;66.4050474;23.9337042925278
2004;9;16;24.45454545;38;22.27272727;36;19.69;25.478063540090773;65.34841858;26.6089030206677
2004;9;17;26.90909091;32.46666667;16.90909091;29;15.62;18.702849218356025;80.11264322;27.3119236883943
2004;9;18;6;21.73333333;10.18181818;23;11.98;16.495713565305092;71.244313;21.662480127186
2004;9;19;10.81818182;22.6;20.36363636;20;11.19;17.477937468482097;60.9170691;15.3244833068362
2004;9;20;14;16.8;24.45454545;26;10.36;16.91704488149269;58.94726248;15.8739268680445
2004;9;21;14.18181818;28.4;30.36363636;28;17.1;21.809505799293998;70.62303667;14.7772655007949
2004;9;22;19.63636364;41.66666667;26.63636364;43;19.03;25.43746848209783;61.65467606;23.8906200317965
2004;9;23;14.18181818;29.4;40.6;33;16.5;22.27269288956127;65.29608568;31.6868044515103
2004;9;24;25.18181818;34.2;34;39;17.16;25.421331316187594;52.47194928;24.6963434022258
2004;9;25;35.54545455;44.6;19.8;39;18.76;24.107791225416037;67.75759203;27.495672142731
2004;9;26;9.181818182;28;23.7;39;14.41;20.585980837115482;62.54169299;32.2697403285639
2004;9;27;13.72727273;32.46666667;35.1;45;16.89;23.652042360060513;60.11119673;19.4131778837661
2004;9;28;16.54545455;26.92857143;28.9;24;14.98;20.27571860816944;67.84966596;26.8090222575517
2004;9;29;20.81818182;22.28571429;27.7;35;11.82;17.87115481593545;62.17420097;22.391693163752
2004;9;30;34.18181818;16.5;40.7;26;10.6;17.976802824004036;54.55999509;17.2305246422893
2004;10;1;23.45454545;33.26666667;32.8;35;13.05;20.691628845184063;53.91171048;19.6263910969793
2004;10;2;20;27.8;16.7;25;13.03;18.54740292486132;65.64577999;25.8714008125773
2004;10;3;9.636363636;27.73333333;24.3;20;9.25;15.477937468482098;60.36835303;20.6389330506978
2004;10;4;9;26.26666667;21.6;25;10.51;17.636157337367624;55.9309727;20.0706588941883
2004;10;5;12.4;24;31;30;3.95;9.605648008068583;62.45963771;21.4225401872461
2004;10;6;13.9;24.2;28.4;33;9.56;17.055975794251136;53.53860664;18.6481187069422
2004;10;7;23.54545455;32.4;43.8;30;13.95;21.17284417549168;56.35774405;19.8360713654831
2004;10;8;26.72727273;50.86666667;39.2;28;17.26;24.520801815431167;57.59248249;27.4937290231408
2004;10;9;24.90909091;36;21;45;16.18;20.432425617750884;73.81327304;38.0385090973326
2004;10;10;3.727272727;25.13333333;9.3;36;10.58;13.287317196167423;82.58844708;26.021374315492
2004;10;11;6.272727273;23.6;13.4;32;9.18;11.184316691880989;86.74351861;17.4739445327681
2004;10;12;7.818181818;21.2;25.2;45;9.54;16.221633888048412;57.92942094;16.5924748277689
2004;10;13;23.45454545;23.06666667;40.7;41;9.57;18.01424609178013;48.60087018;16.3022434198905
2004;10;14;20.81818182;25.8;33.8;35;11.21;19.04261220373172;52.43492573;20.8751104045222
2004;10;15;10.7;29.6;26.5;24;12.54;15.142586989409985;83.93246036;22.6871577459813
2004;10;16;10.8;23.4;14.2;22;11.77;14.268406454866364;84.55246472;22.5047694753577
2004;10;17;5.9;20.2;9.5;33;7.2;8.322365103378718;91.73721751;16.5324147677089
2004;10;18;10.5;15.13333333;19.5;42;5.47;8.463943519919313;79.7469151;14.7168344815404
2004;10;19;10.3;19.2;19.45454545;33;4.36;9.692007060010086;64.50107924;11.4099982335276
2004;10;20;7.4;20.2;19.45454545;25;5.38;10.50542107917297;65.73469385;14.6637519872814
2004;10;21;9.4;15.4;19.27272727;29;5.04;7.9138930912758445;80.7169106;15.9483306836248
2004;10;22;14.8;18.53333333;17.90909091;36;5.49;11.164523449319214;62.38198782;11.7370429252782
2004;10;23;16.3;31;26;38;5.64;11.076021180030256;63.75672382;14.5639109697933
2004;10;24;14.1;28.73333333;22.36363636;33;5.15;10.905068078668684;62.03760304;22.0748807631161
2004;10;25;26.6;18.93333333;29.81818182;44;5.26;9.77168431669188;69.1002239;20.7914149443561
2004;10;26;30.2;7.933333333;34;30;5.06;10.853000504286435;61.79512634;16.3577106518283
2004;10;27;19.90909091;12.66666667;25.54545455;43;5.57;10.294881492687846;67.76105594;13.2219395866455
2004;10;28;26.45454545;19.33333333;34.27272727;28;2.65;8.720373171961674;59.22041245;11.8537360890302
2004;10;29;33.54545455;18.2;40;36;3.34;10.172718103883005;54.80137936;15.8742448330684
2004;10;30;19;18.86666667;26.81818182;36;8.06;14.267397881996974;60.14768823;17.3608903020668
2004;10;31;12.72727273;19.8;12.63636364;35;11.54;14.621406959152798;80.62663279;15.8246422893482
2004;11;1;7.818181818;15.53333333;17.72727273;38;6.88;8.608043368633384;89.26887355;14.6699523052464
2004;11;2;10.72727273;8.6;21.45454545;35;5.79;6.952597075138679;92.03191105;11.0292982057688
2004;11;3;10.63636364;22.33333333;27.09090909;38;3.09;6.130358043368633;78.97552204;8.10429252782194
2004;11;4;17.63636364;19.2;40.81818182;27;0.81;6.407715582450832;61.95173723;17.0235294117647
2004;11;5;4.454545455;24.06666667;13.5;33;3.66;5.803832576903681;85.15678903;17.041653418124
2004;11;6;10.9;23.8;21.08333333;54;5.13;9.80446293494705;67.98895099;17.7860962566845
2004;11;7;16.7;20.46666667;25.58333333;24;6.22;11.488023197175997;64.91601173;18.5902587079058
2004;11;8;6.272727273;24.8;21.91666667;28;-0.09;2.7628593040847202;79.62830221;15.7683191212603
2004;11;9;15.36363636;25.13333333;32.33333333;28;-2.84;0.5117246596066566;75.9892389;19.0945223298164
2004;11;10;24.72727273;18.33333333;32.58333333;32;-1.6;4.975794251134644;54.45813337;19.1227055932938
2004;11;11;17.81818182;17.86666667;30.08333333;38;2.19;7.583585476550681;63.51632091;16.4967480849834
2004;11;12;31;22.2;35.41666667;36;-3.66;0.7384014120020171;67.99033072;15.0546899841018
2004;11;13;37.81818182;26.8;32.91666667;35;-4.61;-0.2680282400403429;67.92960472;18.3429686370863
2004;11;14;44.72727273;25.06666667;33.66666667;32;-1.96;5.785047907211296;48.30605396;19.8947824830178
2004;11;15;16.72727273;19.6;32.33333333;39;3.15;9.11775088250126;60.43616989;19.4017921664981
2004;11;16;39.54545455;8.6;30.58333333;46;2.05;5.833459404942007;73.79669152;16.9834658187599
2004;11;17;28.90909091;8.466666667;30.18181818;37;2.08;4.106530509329299;85.42392635;12.8284755343579
2004;11;18;48.90909091;1.933333333;31.18181818;41;4.72;7.252269288956127;82.71197315;11.8973679561915
2004;11;19;19.63636364;19.53333333;28.08333333;35;4.36;9.286686838124055;67.15596855;10.7963434022258
2004;11;20;12.63636364;22.46666667;28.5;42;-0.2;4.149268784669692;69.65632558;15.7246422893482
2004;11;21;20.45454545;11.26666667;19.66666667;34;3.51;6.197175995965709;80.90909015;16.7664402370285
2004;11;22;23.90909091;14.46666667;34.41666667;38;3.48;7.067574382249117;75.07535735;10.8660572337043
2004;11;23;22.18181818;12.4;29.91666667;38;2.73;7.737014624306606;66.2677638;14.8173146408441
2004;11;24;18.7;9.6;27.33333333;32;6.85;9.090015128593041;85.13509549;13.6636797225033
2004;11;25;10.5;26.53333333;20.75;37;3.43;8.791225416036308;64.36836477;9.93553981789276
2004;11;26;11.4;28.53333333;26.75;31;-3.79;-0.39473020675743825;74.18666556;18.9115479115479
2004;11;27;23.7;18.06666667;28.75;27;-1.6;5.671583459404942;50.58534843;19.6818904465963
2004;11;28;10.2;28.53333333;17.25;42;4.95;8.344301563287948;77.26633818;15.2811099869923
2004;11;29;24.5;22.53333333;32.91666667;24;0.03;2.4776853252647504;83.01871642;20.2657898540251
2004;11;30;21;21.13333333;32.25;32;0.55;6.122919818456883;62.28994086;17.6652695476225
2004;12;1;13.1;21.33333333;26.16666667;30;0.69;2.3050932929904184;88.44016621;18.3147853736089
2004;12;2;8.3;27.46666667;21.58333333;31;-3.07;-0.5210539586485123;81.53384028;16.1244399479694
2004;12;3;14.1;27.21428571;29.45454545;41;-8.42;-6.505547150781644;84.70433654;22.4705882352941
2004;12;4;17.3;24.85714286;33;40;-6.38;2.5956883509833584;40.65974712;18.8763469351705
2004;12;5;12.6;32.21428571;19.81818182;39;-6.79;-2.354387291981846;68.23742254;19.6286875110405
2004;12;6;19.11111111;21.85714286;35.66666667;42;-11.25;-7.185073121533031;70.75890564;22.5872416534181
2004;12;7;9.222222222;24.14285714;24.83333333;27;-4.21;1.5418557740796772;59.4492515;17.4671814671815
2004;12;8;8.9;23.5;26.66666667;46;-0.68;2.385274836106909;78.75393513;18.7774244833068
2004;12;9;17.2;19.71428571;34.75;35;-3.91;-1.5492939989914272;83.01596194;17.3101925454867
2004;12;10;16.5;19.35714286;25.91666667;28;-2.99;-0.5574886535552194;82.56470011;14.989507154213
2004;12;11;14.3;25;21.25;33;-1.99;-1.2268028240040343;94.62368359;14.8658187599364
2004;12;12;22.4;23.07142857;29.33333333;43;-4.06;-1.9065809379727685;83.16895891;18.3182829888712
2004;12;13;17.7;22.07142857;31.08333333;34;-5.18;-2.652168431669188;81.4684256;16.9977742448331
2004;12;14;11;27.78571429;28.33333333;35;-9.91;-6.623171961674231;75.51631894;16.9545310015898
2004;12;15;18.7;25;39.58333333;36;-12.94;-5.093292990418558;44.22514084;21.0100688924218
2004;12;16;16.8;15.93333333;32.41666667;41;-4.32;2.0028996469994955;55.76321432;21.0708355414238
2004;12;17;16;25.33333333;32.33333333;46;-8.19;-1.1630105900151286;51.00873836;15.7106518282989
2004;12;18;34.6;17.46666667;36.33333333;41;-11.46;-1.8015632879475543;36.51958991;19.4824396589102
2004;12;19;25.8;25.6;23.75;43;-7.82;0.49407463439233484;43.33966057;16.9880040468276
2004;12;20;10.3;27.13333333;25.75;44;-23.73;-20.534039334341905;84.05430122;18.5995085995086
2004;12;21;23.54545455;20;35.5;31;-20.52;-13.811144730206758;51.43737205;19.6472178060413
2004;12;22;45;10.28571429;44;35;-10.23;-2.178139183055976;43.09384009;17.3150744327215
2004;12;23;40.54545455;26.06666667;39.58333333;38;0;8.537695410993445;44.57513695;17.1644585762233
2004;12;24;19.09090909;28.46666667;33;33;-13.35;-11.447680282400404;84.52806402;21.252926723515
2004;12;25;41.90909091;30.46666667;37;44;-15.39;-11.28756933938477;69.58045463;20.9397311750253
2004;12;26;28.90909091;31.4;23.33333333;39;-14.62;-10.624306606152295;67.9202447;23.0914872091343
2004;12;27;5.454545455;33;20.58333333;36;-13.63;-11.07173474533535;79.35311948;22.5234860528978
2004;12;28;17.09090909;25.8;32.16666667;45;-9.54;-1.8528744326777609;46.11926629;22.9875704581587
2004;12;29;31.45454545;20.4;34.81818182;30;-4.31;0.4795763993948563;65.36070385;20.0195114900997
2004;12;30;44.90909091;15.4;46.3;42;-8.76;-1.1085476550680786;47.77442018;15.6990461049285
2004;12;31;25.81818182;13.46666667;28.3;39;NA;NA;NA;19.5571453806748
2005;1;1;9.181818182;29.13333333;12.2;43;-2.01;3.6935199193141703;60.00873471;20.5265854089383
2005;1;2;18.41666667;28.66666667;27.4;56;-9.39;-2.039208270297529;48.46758268;19.6308072778661
2005;1;3;26.75;16.86666667;34.8;37;-3.15;1.3419062027231468;68.70931447;14.5087440381558
2005;1;4;14.75;23.8;33;40;-4.99;-2.6410741301059;82.24211933;16.7982688570924
2005;1;5;17.16666667;27.33333333;29;46;-10.43;-7.238779626828038;75.24720748;19.5599717364423
2005;1;6;22.75;17.86666667;35.1;51;-11.27;-6.404563792233989;63.79493325;15.9291644585762
2005;1;7;25.16666667;24.86666667;43.8;52;-7.78;-3.7815179021684315;70.21640271;20.7880233174351
2005;1;8;50.25;16.06666667;45.4;54;-5.07;-1.9072112960161371;76.95104845;17.8161102278749
2005;1;9;34.83333333;27.8;37.9;53;-7.98;-3.971507816439738;70.41871796;20.2849319908143
2005;1;10;23.16666667;26.13333333;34.4;56;-3.57;1.8015632879475543;61.26659482;19.5656244479774
2005;1;11;29;25.86666667;40.81818182;59;-12.91;-8.436964195663137;66.34998336;20.0745451333687
2005;1;12;16.75;21.6;31.81818182;42;-7.07;1.4971003530005043;41.90481288;17.2287758346582
2005;1;13;19;19.6;24.27272727;57;3.3;9.564800806858296;58.86891223;16.6669316375199
2005;1;14;14.41666667;28.8;24.72727273;53;-1.58;4.663136661623803;56.63176041;21.581240063593
2005;1;15;9;32.4;20.54545455;44;-9.12;-5.609178013111447;72.8653087;23.6367249602544
2005;1;16;13.75;30;18.72727273;58;-10.52;-7.6607413010590015;79.15568822;21.5472531354884
2005;1;17;7.333333333;28.86666667;22.18181818;63;-14.53;-11.970499243570348;79.42102781;20.2863275039746
2005;1;18;17.16666667;29.53333333;25.81818182;59;-21.75;-18.731215330307613;72.53232271;20.8083377495142
2005;1;19;26.16666667;23.2;36.45454545;52;-17.83;-11.836989409984872;55.84113242;18.9947535771065
2005;1;20;24.58333333;27;35.36363636;53;-16.9;-13.16137165910237;70.76045723;20.6756756756757
2005;1;21;20;27.21428571;34.63636364;55;-24.74;-21.029626828038325;72.20599431;20.857798975446
